Time	Lat	Long	TTFF	Count	Commands	TxTries	ONT	DiskUsed	Files	I	V	Temperature	CTTemp	CTCond	AirmarAirTemp	AirmarWindDirection	AirmarWindSpeed	AirmarWindGust	AirmarHeading	AirmarAirFix	WBT_Status	WBT_Step	WBT_Min	WBT_dB	WBT_L00	WBT_L01	WBT_L02	WBT_L03	WBT_L04	WBT_L05	WBT_L06	WBT_L07	WBT_L08	WBT_L09	WBT_L10	WBT_L11	WBT_L12	WBT_L13	WBT_L14	WBT_L15	WBT_L16	WBT_L17	WBT_L18	WBT_L19	
2020-12-18 00:30:00	55.5606	15.78093	13	15	0	1	40	6	0	0.007	13.1	9	8.827	9.59																															
2020-12-18 00:45:00	55.55487	15.78348	14	16	0	1	40	6	0	0.007	13.1	9	8.878	9.63																															
2020-12-18 01:00:00	55.55847	15.7779	13	17	0	2	40	6	0	0.007	13.1	9	8.838	9.6																															
2020-12-18 01:15:00	55.56381	15.77115	14	18	0	1	40	6	0	0.009	13.1	9	8.808	9.57																															
2020-12-18 01:30:00	55.55799	15.77229	41	19	0	1	70	6	0	0.007	13.1	9	8.838	9.6																															
2020-12-18 02:00:00	55.55655	15.76944	41	21	0	3	70	6	0	0.007	13.1	9	8.843	9.61																															
2020-12-18 02:15:00	55.56153	15.76455	12	22	0	1	40	6	0	0.007	13.1	9	8.827	9.59																															
2020-12-18 02:30:00	55.56693	15.75777	70	23	0	1	100	6	0	0.007	13.1	10	8.805	9.58																															
2020-12-18 02:45:00	55.56186	15.76041	12	24	0	1	40	6	0	0.007	13.1	9	8.827	9.59																															
2020-12-18 03:00:00	55.5666	15.75774	11	25	0	1	40	6	0	0.007	13.1	9	8.807	9.58																															
2020-12-18 03:15:00	55.56102	15.75885	12	26	0	1	40	6	0	0.009	13.1	9	8.832	9.59																															
2020-12-18 03:30:00	55.56549	15.75411	12	27	0	1	40	6	0	0.007	13.1	9	8.82	9.59																															
2020-12-18 03:45:00	55.55946	15.75483	12	28	0	1	40	6	0	0.007	13.1	9	8.838	9.6																															
2020-12-18 04:00:00	55.56426	15.75057	13	29	0	1	40	6	0	0.007	13.1	9	8.829	9.59																															
2020-12-18 04:15:00	55.56966	15.7455	13	30	0	3	40	6	0	0.007	13.1	9	8.812	9.58																															
2020-12-18 04:30:00	55.5639	15.74571	12	31	0	1	40	6	0	0.007	13.1	9	8.838	9.6																															
2020-12-18 04:45:00	55.56924	15.74121	41	32	0	1	70	6	0	0.007	13.1	9	8.812	9.58																															
2020-12-18 05:00:00	55.56369	15.74259	14	33	0	1	40	6	0	0.007	13.1	9	8.839	9.6																															
2020-12-18 05:15:00	55.56891	15.7395	41	34	0	2	70	6	0	0.007	13.1	9	8.811	9.58																															
2020-12-18 05:30:00	55.56348	15.74073	37	35	0	1	60	6	0	0.009	13.1	9	8.828	9.59																															
2020-12-18 05:45:00	55.56813	15.73785	13	36	0	1	40	6	0	0.007	13.1	9	8.811	9.58																															
2020-12-18 06:00:00	55.56282	15.73908	41	37	0	1	70	6	0	0.007	13.1	9	8.825	9.59																															
2020-12-18 06:15:00	55.56696	15.73776	13	38	0	1	40	6	0	0.007	13.1	9	8.812	9.58																															
2020-12-18 06:30:00	55.56153	15.74031	71	39	0	2	100	6	0	0.007	13.1	10	8.833	9.6																															
2020-12-18 06:45:00	55.56645	15.73668	13	40	0	1	40	6	0	0.007	13.1	9	8.812	9.58																															
2020-12-18 07:00:00	55.57164	15.7329	13	41	0	1	40	6	0	0.007	13.1	9	8.806	9.58																															
2020-12-18 07:15:00	55.56603	15.7338	13	42	0	1	40	6	0	0.007	13.1	9	8.81	9.58																															
2020-12-18 07:30:00	55.57071	15.72978	12	43	0	1	40	6	0	0.009	13.1	9	8.82	9.58																															
2020-12-18 07:45:00	55.56516	15.73095	12	44	0	1	40	6	0	0.007	13.1	9	8.806	9.58																															
2020-12-18 08:00:00	55.56963	15.72819	12	45	0	1	40	6	0	0.007	13.1	9	8.826	9.58																															
2020-12-18 08:15:00	55.56312	15.73704	41	46	0	1	70	6	0	0.007	13.2	9	8.807	9.58																															
2020-12-18 08:30:00	55.55487	15.74661	12	47	0	1	40	6	0	0.007	13.2	9	8.832	9.61																															
2020-12-18 08:45:00	55.54638	15.75714	41	48	0	1	70	6	0	0.007	13.2	9	8.812	9.61																															
2020-12-18 09:00:00	55.53852	15.76803	12	49	0	3	40	6	0	0.007	13.2	9	8.77	9.61																															
2020-12-18 09:15:00	55.53066	15.77985	11	50	0	1	40	6	0	0.007	13.2	9	8.7	9.52																															
2020-12-18 09:45:00	55.53369	15.79953	12	52	0	3	40	6	0	0.007	13.2	9	8.679	9.53																															
2020-12-18 10:00:00	55.52616	15.81186	12	53	0	1	40	6	0	0.007	13.2	9	8.773	9.52																															
2020-12-18 10:15:00	55.53387	15.81759	13	54	0	2	40	6	0	0.007	13.3	9	8.689	9.54																															
2020-12-18 10:30:00	55.52961	15.83322	41	55	0	1	70	6	0	0.007	13.3	9	8.769	9.52																															
2020-12-18 10:45:00	55.52412	15.84747	12	56	0	1	40	6	0	0.007	13.4	9	8.764	9.51																															
2020-12-18 11:00:00	55.51851	15.86217	11	57	0	1	40	6	0	0.007	13.4	9	8.752	9.51																															
2020-12-18 11:15:00	55.5132	15.8769	12	58	0	1	40	6	0	0.007	13.4	9	8.739	9.51																															
2020-12-18 11:30:00	55.50747	15.891	12	59	0	1	40	6	0	0.007	13.3	9	8.729	9.51																															
2020-12-18 11:45:00	55.51611	15.89688	41	0	0	1	70	6	0	0.007	13.3	9	8.727	9.51																															
2020-12-18 12:00:00	55.51104	15.91047	12	1	0	3	40	6	0	0.007	13.4	9	8.722	9.52																															
2020-12-18 12:15:00	55.5045	15.92394	11	2	0	1	40	6	0	0.007	13.3	9	8.719	9.52																															
2020-12-18 12:30:00	55.49841	15.93912	12	3	0	2	40	6	0	0.007	13.3	9	8.717	9.52																															
2020-12-18 12:45:00	55.49208	15.95331	12	4	0	1	40	6	0	0.007	13.4	9	8.718	9.53																															
2020-12-18 13:15:00	55.49517	15.97557	11	6	0	3	40	6	0	0.007	13.3	9	8.714	9.54																															
2020-12-18 13:30:00	55.49058	15.99075	12	7	0	1	40	6	0	0.007	13.3	9	8.709	9.54																															
2020-12-18 13:45:00	55.48557	16.00626	12	8	0	1	40	6	0	0.007	13.3	9	8.709	9.54																															
2020-12-18 14:00:00	55.48017	16.02189	71	9	0	1	100	6	0	0.007	13.2	10	8.703	9.54																															
2020-12-18 14:15:00	55.47702	16.03734	11	10	0	2	40	6	0	0.007	13.2	9	8.701	9.55																															
2020-12-18 14:30:00	55.47321	16.05351	12	11	0	1	40	6	0	0.007	13.2	9	8.691	9.56																															
2020-12-18 14:45:00	55.47021	16.06962	12	12	0	1	40	6	0	0.009	13.2	9	8.683	9.56																															
2020-12-18 15:00:00	55.4667	16.08498	12	13	0	1	40	6	0	0.009	13.2	9	8.816	9.61																															
2020-12-18 15:15:00	55.46385	16.10211	12	14	0	2	40	6	0	0.007	13.2	9	8.759	9.54																															
2020-12-18 15:30:00	55.45962	16.11873	12	15	0	1	40	6	0	0.007	13.2	9	8.754	9.53																															
2020-12-18 15:45:00	55.46859	16.1196	12	16	0	1	40	6	0	0.007	13.2	9	8.743	9.56																															
2020-12-18 16:00:00	55.4715	16.11225	17	17	0	2	40	6	0	0.009	13.2	9	8.799	9.6																															
2020-12-18 16:30:00	55.47717	16.09308	65	19	0	3	90	6	0	0.007	13.2	10	8.689	9.56																															
2020-12-18 16:45:00	55.47972	16.08354	11	20	0	1	40	6	0	0.009	13.2	9	8.694	9.56																															
2020-12-18 17:00:00	55.48248	16.07439	12	21	0	1	40	6	0	0.007	13.2	9	8.694	9.55																															
2020-12-18 17:15:00	55.48509	16.06635	12	22	0	1	40	6	0	0.007	13.2	9	8.703	9.56																															
2020-12-18 17:30:00	55.48731	16.05861	12	23	0	1	40	6	0	0.009	13.2	9	8.782	9.59																															
2020-12-18 17:45:00	55.48968	16.05174	12	24	0	1	40	6	0	0.007	13.2	9	8.782	9.59																															
2020-12-18 18:15:00	55.49448	16.03608	11	26	0	3	40	6	0	0.007	13.2	9	8.773	9.58																															
2020-12-18 18:30:00	55.49712	16.02786	12	27	0	1	40	6	0	0.007	13.2	9	8.782	9.58																															
2020-12-18 18:45:00	55.49964	16.01991	12	28	0	1	40	6	0	0.007	13.2	9	8.788	9.58																															
2020-12-18 19:00:00	55.50237	16.0116	11	29	0	1	40	6	0	0.007	13.2	9	8.797	9.59																															
2020-12-18 19:15:00	55.50474	16.00335	12	30	0	1	40	6	0	0.007	13.2	9	8.737	9.57																															
2020-12-18 19:30:00	55.5072	15.99726	12	31	0	1	40	6	0	0.007	13.2	9	8.693	9.54																															
2020-12-18 19:45:00	55.50894	15.98994	12	32	0	1	40	6	0	0.007	13.2	9	8.693	9.53																															
2020-12-18 20:00:00	55.51131	15.98082	65	33	0	3	90	6	0	0.007	13.2	9	8.698	9.52																															
2020-12-18 20:15:00	55.51416	15.97374	12	34	0	1	40	6	0	0.007	13.2	9	8.702	9.52																															
2020-12-18 20:45:00	55.51947	15.95772	11	36	0	3	40	6	0	0.007	13.2	9	8.709	9.52																															
2020-12-18 21:00:00	55.52268	15.94926	12	37	0	1	40	6	0	0.007	13.2	9	8.717	9.52																															
2020-12-18 21:15:00	55.52523	15.9408	12	38	0	1	40	6	0	0.007	13.2	9	8.716	9.53																															
2020-12-18 21:30:00	55.52775	15.93351	12	39	0	1	40	6	0	0.007	13.2	9	8.713	9.53																															
2020-12-18 21:45:00	55.52379	15.94272	12	40	0	2	40	6	0	0.007	13.2	9	8.719	9.52																															
2020-12-18 22:00:00	55.52661	15.93879	12	41	0	1	40	6	0	0.007	13.2	9	8.72	9.53																															
2020-12-18 22:15:00	55.52925	15.93063	12	42	0	1	40	6	0	0.007	13.2	9	8.724	9.54																															
2020-12-18 22:30:00	55.5312	15.92226	12	43	0	3	40	6	0	0.007	13.2	9	8.72	9.55																															
2020-12-18 22:45:00	55.53285	15.91317	41	44	0	1	70	6	0	0.007	13.2	9	8.697	9.55																															
2020-12-18 23:00:00	55.53444	15.90405	13	45	0	1	40	6	0	0.007	13.2	9	8.689	9.55																															
2020-12-18 23:15:00	55.53573	15.89547	12	46	0	1	40	6	0	0.007	13.2	9	8.703	9.56																															
2020-12-18 23:30:00	55.5375	15.8862	12	47	0	1	40	6	0	0.007	13.2	9	8.722	9.56																															
2020-12-18 23:45:00	55.53882	15.87618	12	48	0	1	40	6	0	0.007	13.2	9	8.712	9.55																															
2020-12-19 00:00:00	55.54059	15.86631	59	49	0	1	80	6	0	0.007	13.2	9	8.722	9.56																															
2020-12-19 00:15:00	55.54218	15.85665	12	50	0	3	40	6	0	0.007	13.2	9	8.741	9.57																															
2020-12-19 00:30:00	55.54407	15.84705	12	51	0	3	40	6	0	0.009	13.2	9	8.762	9.57																															
2020-12-19 01:00:00	55.54749	15.82725	12	53	0	3	40	6	0	0.007	13.2	9	8.784	9.58																															
2020-12-19 01:30:00	55.55031	15.80883	41	55	0	3	70	6	0	0.007	13.2	9	8.777	9.58																															
2020-12-19 01:45:00	55.55172	15.80013	12	56	0	1	40	6	0	0.007	13.2	9	8.797	9.59																															
2020-12-19 02:00:00	55.55337	15.79182	12	57	0	1	40	6	0	0.007	13.2	9	8.801	9.59																															
2020-12-19 02:15:00	55.5546	15.78291	15	58	0	1	40	6	0	0.007	13.2	9	8.784	9.59																															
2020-12-19 02:30:00	55.55607	15.77382	41	59	0	1	70	6	0	0.007	13.2	9	8.772	9.58																															
2020-12-19 02:45:00	55.55784	15.76524	12	0	0	1	40	6	0	0.007	13.2	9	8.73	9.57																															
2020-12-19 03:00:00	55.55958	15.75672	12	1	0	1	40	6	0	0.007	13.2	9	8.675	9.54																															
2020-12-19 03:15:00	55.56117	15.74694	12	2	0	1	40	6	0	0.009	13.2	9	8.627	9.52																															
2020-12-19 03:30:00	55.56231	15.73632	41	3	0	1	70	6	0	0.007	13.2	9	8.602	9.5																															
2020-12-19 03:45:00	55.5633	15.72621	13	4	0	1	40	6	0	0.007	13.2	9	8.653	9.53																															
2020-12-19 04:00:00	55.5621	15.74091	11	5	0	3	40	6	0	0.009	13.2	9	8.596	9.5																															
2020-12-19 04:15:00	55.55916	15.75804	11	6	0	1	40	6	0	0.007	13.2	9	8.66	9.53																															
2020-12-19 04:30:00	55.55649	15.77496	12	7	0	1	40	6	0	0.007	13.2	9	8.691	9.55																															
2020-12-19 04:45:00	55.55568	15.79125	12	8	0	1	40	6	0	0.007	13.2	9	8.768	9.58																															
2020-12-19 05:00:00	55.55259	15.80025	11	9	0	1	40	6	0	0.007	13.2	9	8.767	9.58																															
2020-12-19 05:15:00	55.55247	15.81642	41	10	0	1	70	6	0	0.007	13.2	9	8.812	9.59																															
2020-12-19 05:30:00	55.54908	15.8241	14	11	0	2	40	6	0	0.007	13.2	9	8.803	9.59																															
2020-12-19 05:45:00	55.54629	15.83115	13	12	0	1	40	6	0	0.007	13.2	9	8.786	9.58																															
2020-12-19 06:00:00	55.54707	15.84756	40	13	0	1	70	6	0	0.007	13.2	9	8.79	9.58																															
2020-12-19 06:15:00	55.54497	15.85551	11	14	0	1	40	6	0	0.007	13.2	9	8.784	9.58																															
2020-12-19 06:30:00	55.54263	15.86394	11	15	0	1	40	6	0	0.009	13.2	9	8.788	9.58																															
2020-12-19 06:45:00	55.54011	15.87159	12	16	0	2	40	6	0	0.007	13.2	9	8.769	9.57																															
2020-12-19 07:00:00	55.5372	15.88011	12	17	0	1	40	6	0	0.007	13.2	9	8.772	9.58																															
2020-12-19 07:15:00	55.53561	15.88911	12	18	0	1	40	6	0	0.007	13.2	9	8.767	9.57																															
2020-12-19 07:30:00	55.53414	15.8985	12	19	0	1	40	6	0	0.007	13.2	9	8.749	9.57																															
2020-12-19 07:45:00	55.53273	15.90723	11	20	0	1	40	6	0	0.007	13.2	9	8.73	9.56																															
2020-12-19 08:00:00	55.53099	15.91641	13	21	0	1	40	6	0	0.007	13.2	9	8.754	9.57																															
2020-12-19 08:15:00	55.52907	15.92544	13	22	0	1	40	6	0	0.007	13.2	9	8.751	9.57																															
2020-12-19 08:30:00	55.52688	15.93489	13	23	0	2	40	6	0	0.007	13.2	9	8.728	9.56																															
2020-12-19 08:45:00	55.52439	15.94518	23	24	0	3	50	6	0	0.007	13.3	9	8.682	9.55																															
2020-12-19 09:00:00	55.52247	15.95565	13	25	0	1	40	6	0	0.007	13.3	9	8.702	9.54																															
2020-12-19 09:15:00	55.52052	15.96603	16	26	0	2	40	6	0	0.007	13.3	9	8.691	9.53																															
2020-12-19 09:30:00	55.51848	15.97638	41	27	0	2	70	6	0	0.007	13.3	9	8.692	9.52																															
2020-12-19 09:45:00	55.51662	15.98547	11	28	0	1	40	6	0	0.007	13.3	9	8.69	9.52																															
2020-12-19 10:00:00	55.51437	15.99651	11	29	0	1	40	6	0	0.009	13.3	9	8.69	9.53																															
2020-12-19 10:15:00	55.51203	16.00743	12	30	0	1	40	6	0	0.007	13.3	9	8.683	9.52																															
2020-12-19 10:30:00	55.50924	16.01754	12	31	0	1	40	6	0	0.007	13.3	9	8.672	9.52																															
2020-12-19 10:45:00	55.50651	16.02801	12	32	0	2	40	6	0	0.007	13.3	9	8.667	9.52																															
2020-12-19 11:00:00	55.50435	16.03875	12	33	0	1	40	6	0	0.007	13.3	9	8.664	9.51																															
2020-12-19 11:15:00	55.50186	16.05042	12	34	0	1	40	6	0	0.007	13.3	9	8.662	9.51																															
2020-12-19 11:30:00	55.4988	16.06194	12	35	0	1	40	6	0	0.007	13.3	9	8.665	9.51																															
2020-12-19 12:00:00	55.49292	16.08498	14	37	0	3	40	6	0	0.007	13.3	9	8.719	9.55																															
2020-12-19 12:15:00	55.49028	16.09584	13	38	0	1	40	6	0	0.009	13.3	9	8.665	9.52																															
2020-12-19 12:30:00	55.48773	16.10712	13	39	0	2	40	6	0	0.007	13.3	9	8.668	9.52																															
2020-12-19 12:45:00	55.48437	16.1166	12	40	0	2	40	6	0	0.009	13.3	9	8.671	9.52																															
2020-12-19 13:00:00	55.48071	16.12683	12	41	0	1	40	6	0	0.007	13.3	9	8.666	9.52																															
2020-12-19 13:15:00	55.48137	16.11786	12	42	0	1	40	6	0	0.009	13.3	9	8.664	9.52																															
2020-12-19 13:30:00	55.48164	16.10781	11	43	0	1	40	6	0	0.007	13.2	9	8.666	9.52																															
2020-12-19 13:45:00	55.48185	16.09794	12	44	0	1	40	6	0	0.007	13.2	9	8.667	9.52																															
2020-12-19 14:00:00	55.48239	16.0881	40	45	0	1	70	6	0	0.007	13.2	9	8.664	9.52																															
2020-12-19 14:15:00	55.48263	16.07865	12	46	0	1	40	6	0	0.007	13.2	9	8.653	9.52																															
2020-12-19 14:30:00	55.48695	16.06644	11	47	0	2	40	6	0	0.007	13.2	9	8.708	9.55																															
2020-12-19 14:45:00	55.48635	16.05522	12	48	0	1	40	6	0	0.007	13.2	9	8.703	9.55																															
2020-12-19 15:15:00	55.49157	16.03221	12	50	0	3	40	6	0	0.009	13.2	9	8.697	9.56																															
2020-12-19 15:45:00	55.49997	16.00479	13	52	0	3	40	6	0	0.007	13.2	9	8.68	9.56																															
2020-12-19 16:00:00	55.50282	15.99114	14	53	0	2	40	6	0	0.007	13.2	9	8.573	9.55																															
2020-12-19 16:15:00	55.50639	15.97626	14	54	0	1	40	6	0	0.007	13.2	9	8.656	9.53																															
2020-12-19 16:30:00	55.50801	15.95994	41	55	0	1	70	6	0	0.007	13.2	9	8.674	9.54																															
2020-12-19 16:45:00	55.51071	15.94446	12	56	0	1	40	6	0	0.009	13.2	9	8.686	9.57																															
2020-12-19 17:00:00	55.512	15.92844	11	57	0	2	40	6	0	0.007	13.2	9	8.687	9.57																															
2020-12-19 17:15:00	55.51362	15.91137	11	58	0	1	40	6	0	0.007	13.2	9	8.71	9.57																															
2020-12-19 17:30:00	55.51365	15.89415	12	59	0	1	40	6	0	0.007	13.2	9	8.727	9.58																															
2020-12-19 17:45:00	55.51383	15.87879	12	0	0	1	40	6	0	0.007	13.2	9	8.661	9.55																															
2020-12-19 18:00:00	55.51443	15.86343	12	1	0	2	40	6	0	0.009	13.2	9	8.659	9.54																															
2020-12-19 18:15:00	55.51371	15.84729	12	2	0	1	40	6	0	0.007	13.2	9	8.656	9.53																															
2020-12-19 18:30:00	55.51278	15.86298	12	3	0	1	40	6	0	0.007	13.2	9	8.661	9.54																															
2020-12-19 18:45:00	55.51596	15.85233	12	4	0	1	40	6	0	0.007	13.2	9	8.651	9.55																															
2020-12-19 19:00:00	55.51893	15.83694	13	5	0	1	40	6	0	0.007	13.2	9	8.651	9.56																															
2020-12-19 19:15:00	55.52103	15.82227	12	6	0	1	40	6	0	0.007	13.2	9	8.65	9.56																															
2020-12-19 19:30:00	55.5243	15.80709	41	7	0	1	70	6	0	0.007	13.2	9	8.665	9.57																															
2020-12-19 19:45:00	55.52892	15.79311	12	8	0	1	40	6	0	0.007	13.2	9	8.686	9.57																															
2020-12-19 20:30:00	55.54545	15.75225	12	11	0	3	40	6	0	0.007	13.2	9	8.447	9.44																															
2020-12-19 20:45:00	55.55157	15.74067	12	12	0	1	40	6	0	0.007	13.2	9	8.347	9.39																															
2020-12-19 21:00:00	55.5591	15.72957	12	13	0	1	40	6	0	0.007	13.2	9	8.18	9.31																															
2020-12-19 21:15:00	55.56249	15.71418	11	14	0	1	40	6	0	0.007	13.2	9	8.134	9.28																															
2020-12-19 21:30:00	55.56105	15.73065	12	15	0	2	40	6	0	0.007	13.2	8	8.193	9.32																															
2020-12-19 21:45:00	55.55757	15.74835	12	16	0	1	40	6	0	0.007	13.2	8	8.344	9.39																															
2020-12-19 22:00:00	55.55346	15.76086	41	17	0	1	70	6	0	0.007	13.2	9	8.477	9.46																															
2020-12-19 22:15:00	55.55073	15.77886	13	18	0	1	40	6	0	0.009	13.2	9	8.568	9.51																															
2020-12-19 22:30:00	55.54626	15.79128	12	19	0	1	40	6	0	0.009	13.2	9	8.643	9.55																															
2020-12-19 22:45:00	55.54167	15.80823	12	20	0	1	40	6	0	0.007	13.2	9	8.693	9.58																															
2020-12-19 23:00:00	55.53882	15.82422	13	21	0	1	40	6	0	0.007	13.2	9	8.687	9.58																															
2020-12-19 23:15:00	55.53462	15.84135	12	22	0	1	40	6	0	0.007	13.2	9	8.701	9.58																															
2020-12-19 23:30:00	55.53174	15.86001	13	23	0	2	40	6	0	0.007	13.2	9	8.72	9.59																															
2020-12-19 23:45:00	55.52781	15.8715	11	24	0	1	40	6	0	0.007	13.2	9	8.734	9.59																															
2020-12-20 00:00:00	55.52553	15.89013	41	25	0	1	70	6	0	0.007	13.2	9	8.771	9.59																															
2020-12-20 00:15:00	55.52115	15.90087	12	26	0	1	40	6	0	0.009	13.2	9	8.722	9.58																															
2020-12-20 00:30:00	55.51953	15.91869	12	27	0	1	40	6	0	0.007	13.2	9	8.715	9.57																															
2020-12-20 00:45:00	55.51596	15.9312	12	28	0	2	40	6	0	0.007	13.2	9	8.699	9.57																															
2020-12-20 01:00:00	55.5123	15.94155	11	29	0	1	40	6	0	0.007	13.2	9	8.689	9.57																															
2020-12-20 01:15:00	55.50906	15.95889	12	30	0	3	40	6	0	0.007	13.2	9	8.69	9.58																															
2020-12-20 01:30:00	55.50486	15.97017	13	31	0	1	40	6	0	0.007	13.2	9	8.649	9.57																															
2020-12-20 01:45:00	55.50366	15.98832	13	32	0	1	40	6	0	0.007	13.2	9	8.64	9.55																															
2020-12-20 02:00:00	55.50012	15.99957	41	33	0	1	70	6	0	0.007	13.2	9	8.575	9.54																															
2020-12-20 02:15:00	55.49736	16.01001	14	34	0	1	40	6	0	0.007	13.2	9	8.556	9.54																															
2020-12-20 02:30:00	55.4943	16.02159	14	35	0	1	40	6	0	0.007	13.2	9	8.54	9.53																															
2020-12-20 02:45:00	55.49205	16.0395	12	36	0	1	40	6	0	0.007	13.2	9	8.656	9.55																															
2020-12-20 03:00:00	55.48842	16.04958	13	37	0	1	40	6	0	0.007	13.2	9	8.617	9.54																															
2020-12-20 03:15:00	55.48416	16.05915	13	38	0	1	40	6	0	0.007	13.2	9	8.618	9.54																															
2020-12-20 03:30:00	55.48152	16.07682	12	39	0	1	40	6	0	0.007	13.2	9	8.645	9.56																															
2020-12-20 03:45:00	55.47783	16.08723	14	40	0	1	40	6	0	0.007	13.2	9	8.634	9.55																															
2020-12-20 04:00:00	55.47624	16.10418	65	41	0	1	90	6	0	0.007	13.2	9	8.64	9.55																															
2020-12-20 04:15:00	55.47333	16.11327	12	42	0	1	40	6	0	0.009	13.2	9	8.661	9.55																															
2020-12-20 04:30:00	55.48038	16.10673	13	43	0	1	40	6	0	0.007	13.2	9	8.625	9.54																															
2020-12-20 05:00:00	55.48416	16.08606	12	45	0	3	40	6	0	0.007	13.2	9	8.64	9.55																															
2020-12-20 05:15:00	55.48602	16.07613	13	46	0	1	40	6	0	0.007	13.2	9	8.62	9.54																															
2020-12-20 05:30:00	55.49418	16.06638	13	47	0	2	40	6	0	0.007	13.2	9	8.616	9.54																															
2020-12-20 05:45:00	55.49583	16.05516	13	48	0	1	40	6	0	0.007	13.2	9	8.652	9.55																															
2020-12-20 06:00:00	55.49754	16.04439	41	49	0	2	70	6	0	0.007	13.2	9	8.575	9.55																															
2020-12-20 06:15:00	55.49862	16.03566	12	50	0	1	40	6	0	0.007	13.2	9	8.546	9.54																															
2020-12-20 06:30:00	55.50078	16.02612	11	51	0	1	40	6	0	0.007	13.2	9	8.536	9.53																															
2020-12-20 06:45:00	55.50234	16.01742	12	52	0	1	40	6	0	0.007	13.2	9	8.582	9.54																															
2020-12-20 07:00:00	55.50366	16.00758	12	53	0	1	40	6	0	0.007	13.2	9	8.604	9.55																															
2020-12-20 07:15:00	55.50402	15.99684	11	54	0	2	40	6	0	0.007	13.2	9	8.649	9.58																															
2020-12-20 07:30:00	55.51155	15.98637	11	55	0	1	40	6	0	0.007	13.2	9	8.652	9.56																															
2020-12-20 07:45:00	55.51248	15.97533	11	56	0	1	40	6	0	0.007	13.2	9	8.675	9.57																															
2020-12-20 08:00:00	55.51266	15.96336	16	57	0	1	40	6	0	0.007	13.2	9	8.686	9.57																															
2020-12-20 08:15:00	55.51299	15.95109	13	58	0	3	40	6	0	0.007	13.2	9	8.707	9.57																															
2020-12-20 08:30:00	55.51854	15.93765	41	59	0	1	70	6	0	0.007	13.3	9	8.735	9.59																															
2020-12-20 09:00:00	55.52505	15.91257	12	1	0	3	40	6	0	0.009	13.3	9	8.697	9.59																															
2020-12-20 09:15:00	55.52559	15.90183	11	2	0	1	40	6	0	0.007	13.3	9	8.692	9.59																															
2020-12-20 09:30:00	55.53117	15.88926	12	3	0	1	40	6	0	0.009	13.3	9	8.677	9.58																															
2020-12-20 09:45:00	55.53225	15.87843	12	4	0	1	40	6	0	0.007	13.3	9	8.651	9.57																															
2020-12-20 10:00:00	55.53333	15.86844	59	5	0	1	80	6	0	0.007	13.4	9	8.58	9.53																															
2020-12-20 10:15:00	55.53879	15.85824	15	6	0	1	40	6	0	0.007	13.4	9	8.516	9.49																															
2020-12-20 10:30:00	55.54077	15.84747	41	7	0	1	70	6	0	0.007	13.3	9	8.466	9.46																															
2020-12-20 10:45:00	55.54116	15.83907	41	8	0	1	70	6	0	0.007	13.4	9	8.417	9.43																															
2020-12-20 11:00:00	55.54116	15.83064	13	9	0	1	40	6	0	0.007	13.4	9	8.357	9.4																															
2020-12-20 11:15:00	55.54791	15.82113	12	10	0	1	40	6	0	0.007	13.3	9	8.283	9.37																															
2020-12-20 11:30:00	55.54899	15.81342	12	11	0	2	40	6	0	0.007	13.3	9	8.26	9.35																															
2020-12-20 11:45:00	55.54947	15.80433	13	12	0	2	40	6	0	0.007	13.3	9	8.242	9.34																															
2020-12-20 12:00:00	55.54944	15.79464	12	13	0	1	40	6	0	0.007	13.3	9	8.257	9.34																															
2020-12-20 12:15:00	55.55496	15.78207	41	14	0	3	70	6	0	0.007	13.3	9	8.25	9.35																															
2020-12-20 12:30:00	55.55466	15.77124	13	15	0	1	40	6	0	0.007	13.3	9	8.294	9.37																															
2020-12-20 12:45:00	55.55949	15.75783	12	16	0	2	40	6	0	0.007	13.3	9	8.223	9.34																															
2020-12-20 13:00:00	55.56015	15.747	12	17	0	1	40	6	0	0.007	13.3	9	8.218	9.34																															
2020-12-20 13:15:00	55.56591	15.73422	12	18	0	2	40	6	0	0.007	13.3	9	8.158	9.32																															
2020-12-20 13:30:00	55.56726	15.72366	13	19	0	1	40	6	0	0.007	13.3	8	8.136	9.31																															
2020-12-20 13:45:00	55.56564	15.73134	13	20	0	1	40	6	0	0.007	13.3	8	8.133	9.31																															
2020-12-20 14:00:00	55.56309	15.74151	12	21	0	1	40	6	0	0.007	13.3	8	8.146	9.31																															
2020-12-20 14:15:00	55.56033	15.75201	40	22	0	2	70	6	0	0.009	13.2	9	8.258	9.36																															
2020-12-20 14:30:00	55.55754	15.76164	13	23	0	1	40	6	0	0.007	13.2	8	8.261	9.36																															
2020-12-20 14:45:00	55.5555	15.77181	13	24	0	1	40	6	0	0.007	13.2	8	8.302	9.37																															
2020-12-20 15:00:00	55.5537	15.78447	14	25	0	1	40	6	0	0.009	13.2	8	8.331	9.39																															
2020-12-20 15:15:00	55.55178	15.79566	13	26	0	2	40	6	0	0.007	13.2	8	8.252	9.35																															
2020-12-20 15:30:00	55.54947	15.80838	14	27	0	1	40	6	0	0.007	13.2	9	8.271	9.36																															
2020-12-20 15:45:00	55.54776	15.8202	13	28	0	2	40	6	0	0.007	13.2	8	8.254	9.35																															
2020-12-20 16:00:00	55.54632	15.83271	40	29	0	2	70	6	0	0.007	13.2	9	8.27	9.36																															
